__label__1 , 货已 收到 质量 不错 京东 服务
__label__2 , 手机 垃圾 这才 十天 微信 至少 七次 响应 软件 好多 响应 垃圾 战斗机 再也 不买 华为 手机
__label__1 , 不错 完美 合适
__label__1 , 办公 刚买 秒杀 便宜
__label__1 , 价格 包装 简单
__label__1 , 快递 很快 几个 螺栓 更好
__label__2 , 手机 买回来 几天 充电 放在 地面 充不上 用力插 特别 充上
__label__2 , 鞋子 下好 发错 卖家 态度 不好 说好 够买 两双 袜子 爱卖 不卖 语气 令人气愤
__label__1 , 卖家 包装 拆开 看着 高大
__label__2 , 物流 电话号码 写错 一波三折 电话 几天 短信 通知 号码 写错 手机 还行 不到 荣耀 选择 小米 系统 用不惯 小米 660 处理器 一代 王者 荣耀 开高 WiFi 连接 感觉 好慢 我家 宽带 王者 感觉 460 怎么回事
__label__1 , 电脑 太棒了
__label__2 , 京东 自营 假货
__label__1 , 不错 性能
__label__2 , 耳机
__label__2 , 电池
__label__2 , 请问 京东 小米 大师 安兔 小米 鉴定 都验
__label__2 , 评论 耳机
__label__1 , 客服 电脑 舒服 bug emmm
__label__1 , 收到 质量 超乎 想象 没想到 老公 喜欢 酷酷 下次 还会 光顾
__label__2 , 垃圾 小米 手机
__label__2 , 不好
__label__1 , 京东 第二个 手机 手机 纠结 y85 z1
__label__2 , 服气 别买 来电 铃声 很小 单个 扬声器 媒体 铃声 解决不了 申请 售后 小米 客服 京东 京东 负责 售后 实体店 小米 之家 负责 退货 凑合 想想 后悔
__label__1 , 当做 备用机 合适 哈哈哈 打游戏
__label__2 , 翻新 保修 日期 激活 日期 对不上
__label__2 , 本来 情感 很重 经典 情节 不错 刚刚 5.1 那天 微信 页面 不动 关机 关不了 关了机 重启 OK 用到 系统 更新 慢得 要死 节奏 每次 开微信 不动 系统 提示音 失真 节拍 半拍 无言 结局
__label__2 , Z17 送给 女朋友 七夕 礼物 有事 下单 耳机 凌晨 显示 耳机 活动 结束 没想 太多 中午 耳机 就让 不解 感觉 第一次 努比亚 手机 体验 不好
__label__2 , 东西 收到 划痕 两天 黑屏 情况 第二天 换货 客服 人为 无奈 只好 寄去 反修 反修 拿回去 回来 宝宝 满意 建议 别买
__label__1 , 机还行 老年 声音 稍微
__label__1 , 质量 不错 值得 购买 这家 五星 好评
__label__1 , 赠品 舒服 不错
__label__2 , 最次 手机
__label__2 , 东西 很差 裤腿 开口 发货 买回来 真不知道 卖家 好烂
__label__2 , 垃圾 一个多月 死机 开机 一颗 不想
__label__2 , 商品 满意 客服 划水 责任 京东 售后 购买 小米 产品
__label__2 , 配置 不错 散热 很差 刺客 信条 起源 一会 强退 发现 电脑 散热 底座 搭配 蓝色 地方 底座 风扇 吹到 闪退 差评 购买 朋友 更好
__label__2 , 这算 身为 会员 广告
__label__1 , 快递 很快 机子 更新 驱动 感觉 网上 先用 五星
__label__1 , 几天 评价 电池 续航 不错 充电 真的 巨快 打游戏 流畅 卡顿 息屏 手势 炫酷 完美 体验
__label__1 , 老公 大小 合适 面料
__label__1 , 电脑 收到 送货 很快 赶上 秒杀 活动 特别 开心 不错 评价 情况
__label__1 , 华为 品牌 质量 颜色 款式 性价比 喜欢
__label__2 , 一星 不想 买回来 只用 半个 充着 电玩 手机 充电 想到 声音 声音
__label__1 , 鞋子 挺舒服 看着
__label__1 , 笔记本 收到 客服 说话 收到 好评 电脑包 发票 星期 寄过来 耐心 希望 产品 好用 快递 送货 好凶 外包装 损坏 不关 第一次 京东 快递 失望
__label__1 , 衣衣 很漂亮 昨天 昨晚 迫不及待 同事 好看 质量 不错 喜欢
__label__1 , 购买 宝贝 质量 符合 预期 给予 好评
__label__2 , 差评 隔天 半个 发货 客服 太差
__label__2 , 手机 一侧 裤袋 弯曲 nm 售后 解决 老罗 情怀 京东 服务 手机 刚买 三个 星期 变相 降价 真的 无语 看着 情怀 赚钱 真的 倒闭 不亏
__label__1 , 电脑 运行 内存 加个 内存条 大师 百分 175000
__label__1 , 鞋子 收到 款式 图片 完全一致 失望 试穿 效果
__label__1 , 还好 记得 买个
__label__1 , 礼拜
__label__1 , 外观 精美 重量 特别 旅行 出差 首选 价格 合适 办公 需求
__label__1 , 弟弟 真心 喜欢
__label__1 , 运行 速度 外观 漂亮 运行 稳定
__label__1 , 质量 不错 鞋底 柔软 舒适 透气 卖家 服务态度 好评
__label__2 , 产品 失望 拿到 频繁 重启 触控板 操作 灵敏 清晰度 真的 吓死人 怕麻烦 选择 凑合 京东 服务 不错 产品质量 有待 提高
__label__2 , 几天 还好 待机 状态 开着 程序 状态 来点 显示 备忘录 点击 hellip hellip hellip
__label__1 , 不错 不错
__label__1 , 尺码 满意 瑕疵 异味 舒服 春季 必备
__label__2 , 垃圾 妈妈 半个 妈妈 拿到 手上 手机 打不开 打开 雪花 咨询 客服 答案 售前 管不了 售后 真的 没见 手机 没用过 检修 自费 客服 真的 生气 佛系 买家 差评 售后 狗屎 花钱买 气受
__label__1 , 感觉 不错 性价比 一段时间 追评
__label__2 , 喇叭 音质 后盖 缝隙 不想 第一次 小米 小米
__label__1 , 东西 质量 实物 图片
__label__2 , 两个 几分钟 风扇 客服 为准 补发 下单 为准 我下 单后 垃圾
__label__2 , 华为 用户 喜欢 华为 系统 设计 华为 品质 跟不上 价格 手机 屏幕 满意 屏幕 素质 实在 拖动 字体 变色 发虚 实在 难以忍受 卖到 2600 手机 真的 对不起 价格 闪存 闪存 看运气 关键 华为 态度 采取任何 措施 狡辩 诚信 机会 果断 退机 佩服 华为 公关 百度 v9 华为 手机 不好 小时 删帖 鄙视 华为 用心 手机 花大 公关 好评 京东 京东 买手机 京东 放心
__label__2 , 屏幕 质量 降价 真心 后悔 购物
__label__2 , 不到 星期 手机 检测 外力 所致 售后 检测 不屑 几家 维修 机构 外力 影响 确实 责任 京东 售后 客服 不错 满意 好几个 电话 告诉 我该 怎么弄 感谢 评论 要说 外力 影响 荣耀 手机 质量 一千块 泡沫
__label__2 , 希望 DJ 解释
__label__2 , 京东 自营 假货 手机 购买 不到 一个月 打电话 声音
__label__2 , 自营 人员 差劲 网上 客服 赠送 电话卡 自始至终 搭理 差评
__label__2 , 希望 看好 半个 卡死
__label__1 , 朋友 推荐 质量
__label__2 , 电池 差劲 后悔
__label__2 , 没出 降价 京东 说法
__label__1 , 不错 物流 很快 包装 完整 客服 服务态度 真的 太好了 热情 回答 专业 喜欢 满意
__label__1 , 京东 送货 很快 鞋子 收到 第二天
__label__2 , 手机 质量
__label__1 , 手机 照相 效果 很快
__label__1 , 活动 价买
__label__1 , 特别 很潮 质量 不错
__label__1 , 性能 不错 好用
__label__2 , 手机 价格 满意 特意 京东 秒杀 收到 手机 便宜 差评 手机 毛病 差评 价格 管控 太乱
__label__1 , 快递 很快 客服 热情 电脑 28w 主机 外形 炫酷
__label__2 , 机子 十几天 天天 显示 显示 京东 越来越 恶心
__label__2 , 做工 粗糙 盖子 不严 开了个 机巨烫 无比 触摸板 松动 厉害 真的 电源 电脑 连个
__label__1 , 老公 生日礼物 真的 特别 老公 很大 惊喜 鞋子 专卖店 中买 质量 质量 真的 开心 态度 特别 细心 谅解 耐心 购物 温暖 放心 下次 还来
__label__1 , APPLE 苹果 京东 配送 MacBook Air 13.3 英寸 笔记本电脑 质量 正品 发货 态度
__label__1 , 手机 不错 几天 感觉 棒棒 物流 很快 客服 满意
__label__2 , 物流 手机 几个 感觉 充电器 插口 感觉 会断 特别 耳机 碰到 两边 屏幕 误触 手机 感觉 挺脆 小心 总得来说 物流 物流 物流
__label__1 , 漂亮 穿着 舒服 特别 特别 喜欢 衣服
__label__2 , 第一次 京东 电脑 体验 很差 开增票 这件 客服 明白 第一个 客服 态度 很差 包装 打开 机身 污渍 屏幕 指纹
__label__1 , 不错 购物 提前 功能 摸索
__label__2 , 第一次 京东 买到 价格 符合 产品 个人感觉 这是 假货 一条 裤子 起毛 洗过 起毛 好评 是因为 好评 块钱 说句实话 第一次 京东 网上 差评
__label__1 , 二次 满意
__label__1 , 同事 推荐 店铺 质量 满意 穿着 舒服 喜欢
__label__1 , 性价比 金属 机身 质感 支持 分辨率
__label__2 , 不到 一个月 右下角 一条 亮痕 网上 案例 京东 提交 售后 申请 维修 选项 锤子 长时间 打来 电话 锤子 手机 进水 申请 维修 588 mmp 情怀 老罗 一星 京东
__label__1 , 网鞋 那种
__label__1 , 外观 很大 各项 性能 性价比 温控 差点 打大 游戏 发热 总体 满意
__label__1 , 提高 高质量
__label__2 , 推荐
__label__2 , 质量 真差 到手 第二天 屏幕 裂痕 轻轻 一碰 红米 小米 真心 不行 售后 不行 人理 在我心中 小米 美好 破灭 再也 小米
__label__1 , 手机 外观 功能 不错 流畅 不可思议 人面 解锁 荣耀 一点点 实验 红米 胜出
__label__1 , 宝贝 到手 美观 轻巧 侄女 喜欢 大学 可用
__label__1 , 手机 感觉 玩起来 昨天 流畅 感觉 掉电 充电 时间 一点 拍照 没试 总体 感觉
__label__2 , 屏幕 垃圾 真的 喜欢 电影 建议 屏幕
__label__2 , 华为 店大 欺人 我来 阐述 产品 垃圾 质量 客服 态度 手机 到手 几个 小时 右手 大拇指 摄像头 玻璃 完后 下图 样子 客服 客服 一个劲 使用不当 建议 华为 手机套 华为 手机 不带 华为 手机套 拍图 客服 我想 问下 东哥 京东 手机 商家 看不到 订单 信息 问下 华为 大哥 看不到 信息 给我发 The end 真的 喜欢 手机 12315 投诉 换机 我会 投诉 退款 消费 权利 真的 维护
__label__2 , 全屏 鸡肋 实用性 APP 空白 用到 屏幕 多钱 买个 没用 玩意 激活 分钟 用回 7p
__label__2 , 服务 跟不上
__label__2 , 几天 300 东西
__label__1 , 电脑 好用 系统 不太好 WIN10 系统 注册 软件 注册
__label__2 , 赠品 像素 不好 电池 二充
__label__2 , 一个月 闪屏 几天 特别 频繁 很无语 太烂
__label__1 , 很漂亮 衣服 质量 不错 软软 舒服 卖家 推荐 尺码 合身
__label__2 , 手机 数据网络 自动 感觉 不值 一千元 无语
__label__1 , 老公 不错 正品 实体店 便宜 老公 穿着 舒服 还会 回购
__label__2 , 电池 不经用 掉电 WIFI 自动 手机信号 摄像头 不美观 不带 手机套 估计 摄像头 磨损 发票 商家 不上 怎么回事 商家 随叫随到 一点 手机信号 同一个 地方 两个 品牌手机 信号 信号
__label__2 , 电脑 真的 太卡 卡出 大姨妈 办公 一周 卡成 样子 擦亮眼睛
__label__1 , 好看 老公 合身 料子 不错
__label__1 , 裤型 帅气 客服 耐心 介绍
__label__1 , 拍错 看清楚 加绒 商家 商量 换货 商家 发货 期待
__label__1 , 朋友 介绍 还好
__label__1 , 买回来 查询 翻新 送给 女朋友 还行
__label__2 , 差评 失望 手机 一月 一号 几天 手机 情况 进水 一口咬定 人为 关键 水里 借过 其他人 进水 手机 质量 怀疑 组装机 人为 不好意思 添麻烦 答复 保修 只能 维修费 两千多 这台 手机 等于 报废 不服 甘心 满意 处理结果 投诉
__label__1 , 确实 不错 好看 推荐 朋友
__label__1 , 鞋子 收到 质量 穿着 舒服 大小 合适
__label__1 , 妈妈 喜欢
__label__2 , 巨坑 王者 荣耀 卡死 配置 BUG 玩游戏 沟通 运行 程序 微信会 拖网 导致 游戏 链接 红色 后台 划掉 多余 进程 顺畅 绿色 改变
__label__2 , 
__label__2 , 真的 肯定 二手货 包装 全新 买回来 下载 搜狗 输入法 显示 下载 下载 删除 手机 回来 一插 手机卡 WiFi 手机卡 WiFi 反正 差评 提醒 反正
__label__2 , 老婆 喜欢 苹果 喜欢 苹果 系统 一般般 流畅 没安卓好
__label__1 , 质量 不错 款式 很漂亮 价格 合适 速度 很快
__label__2 , 一般般
__label__2 , 服务 不好 客服 回复 到货 手机 耳机 充电 手机 说好 发票 到货 发票
__label__1 , 不错 外观 好看
__label__2 , 降价 飘忽不定 信号 后悔
__label__1 , 鞋子 一个月 质量 值得 拥有
__label__2 , 买手机 两月 一个月 京东 售后 度过 半月 手机 音频 按大 变小 售后 恼火 维修 期限 十天 发一 短信 一个月 真的 无语 回来 品牌 售后 进度条 半个 跳动 真的 失望
__label__2 , 失望 体验 第一 手机 支持 NFC 公交 地铁 BRT NFC 付款 几年 标配 手机 256 功能 确实 失望 手机 玩游戏 链接 移动网 WIFI 电话 断网 小米 电话 起码 游戏 回到 位置 接电话 希望 退货 卖家 激活 退货 买个 手机 外观 体验 手机 退货 反正 锤子 体验 细节 失望 真实 评价
__label__1 , 不错 减价 合算
__label__1 , 屏幕 看着 后盖 好丑
__label__1 , 整体 感觉 不错 调试
__label__2 , 东西
__label__2 , 像素 超级 照片 失真
__label__2 , 价保 618 2599 2479 京东 价保
__label__1 , 
__label__2 , 东西 星期 真的 电脑
__label__2 , 手机 外壳 裂缝 老年 老年人 收货 手机 裂缝 外壳 牌子 手机
__label__1 , 很快 收到 描述 质量 舒服 喜欢
__label__1 , 赶上 活动 划算
__label__1 , 挺不错 描述 一模一样 满意 购物
__label__2 , 差评 差评 差评 昨天 信息 不理 态度 没见
__label__2 , 京东 坑人 抢购 付款 星期 客服 告诉 没货 取消 订单 颜色 没货 干嘛 抢购 星期 火大 第二次 购买 刚过 一个多 星期 收到 货第 手机 降价 火大 京东 坑人 抢购 没货 抢购 价格 买手机 再也 抢购 京东 做法 生气 手机 缺点 屏幕 不太好 刺眼 亮度 调低 机身 细长 好看 手握 相连 慢点 只能 两张 相片 发现 系统 流畅
__label__1 , 东东 质量 信赖 京东 一如既往 支持
__label__1 , 宝贝 收到 质量 真的 超级 客服 态度 耐心 热情 物流 特别 满意 购物
__label__1 , 京东 服务 物流 超给力 电脑 想象 外观 漂亮 语音 视频 清晰 15.6 刚刚 视频 特别 舒服 感觉 整体 看着 高大 hellip hellip
__label__1 , 此款 鞋子 质量 舒适
__label__2 , 这一星 快递 专业 负责 产品 真心 不爽 有图 真相 买个 顶配 emmc5.1 闪存 200 荣耀 ufc2.1 800 速度 这换作 心理 平衡 华为 手机 真的 失望 痛心
__label__1 , 质量 棒棒
__label__2 , 手机 手机 速度 著称 京东 商城
__label__1 , 舒服
__label__1 , 价格 大众化 质量 总体 满意 光顾 店铺
__label__2 , 售后 服务 一版 海尔 电脑 不行
__label__2 , 白天 拍照 照出来 偏白 晚上 拍照 不用说 白色 物体 废话 不多 图片 青岛 特色 标志 红色 标志 白色
__label__1 , 宝贝 物流 速度 很快 打开 质量 正品 鞋底 想象 满意
__label__1 , 质地 松软 轻便 如飞 透气性
__label__1 , 收到 几天 评价 不好意思 收到 孩子 迫不及待 喜欢 鞋底 厚实 弹性 值得 购买 下次 还来
__label__2 , 一星 刚买 死机 真心
__label__1 , LOL 特效 全开 为啥 FPS
__label__1 , 喜欢 很赞
__label__2 , 耳机 充电 数据线 垃圾 再也 网购
__label__2 , 声音 太小
__label__1 , 女朋友 喜欢 不错 宝贝
__label__1 , 还行
__label__1 , 质量 不差
__label__2 , 手机 垃圾 微信 视频 像素 太低 超低 黑乎乎 有图 华为 华为 视频 黄色 黄色 三星 手机 黄色 黑色 感觉 东西 不好 消费者 生气 像素 手机 实体店 看好 真的 影响 心情
__label__1 , 鞋底 柔软 鞋子 透气 百搭 质感 便宜 价格
__label__1 , 不错 东西 价廉物美
__label__1 , 宝贝 真的 超值 价格 便宜 实惠 利民 质量 超级 不错
__label__1 , 不错 电脑 我用 PS 流畅 色彩艳丽 小白 感觉 系统 老版 内存 不到 分区
__label__2 , 公司 一个月 四台 蓝屏 开机 恢复 请问 负分
__label__1 , 物流 鞋子 尺寸 合适
__label__2 , 体验 好差 好慢 两年 华为 手机
__label__1 , 收到 特地 检查 新机 办公 速度 超级 刚用 本来 苹果 支持 国产 希望 喜欢 京东 购物 方便快捷 明天 有时候 当天 会员 京东 正品 有时候 几次 评价 订单 浪费 京豆 京东 商品 满意
__label__2 , 怎讲 反正 称心 实物 图片
__label__2 , 说好 理由 快递 上班 送来 东西 公司 前台 通知 包装 破损 京东
